activity,case_id,lifecycle,resource,timestamp,case:Company,case:Document Type,case:GR-Based Inv. Verif.,case:Goods Receipt,case:Item,case:Item Category,case:Item Type,case:Name,case:Purch. Doc. Category name,case:Purchasing Document,case:Source,case:Spend area text,case:Spend classification text,case:Sub spend area text,case:Vendor,case:concept:name,event:Cumulative net worth (EUR),event:User
Record Service Entry Sheet,2000000058_00001,,NONE,2018-12-12T10:12:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Record Goods Receipt,2000000058_00001,,user_000,2018-12-12T10:12:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_000
Record Invoice Receipt,2000000058_00001,,user_012,2018-12-12T14:25:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_012
Vendor creates invoice,2000000058_00001,,NONE,2018-12-18T22:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Record Service Entry Sheet,2000000058_00001,,NONE,2018-12-19T16:24:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Record Goods Receipt,2000000058_00001,,user_000,2018-12-19T16:24:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_000
Record Invoice Receipt,2000000058_00001,,user_012,2018-12-21T08:51:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_012
Clear Invoice,2000000058_00001,,NONE,2019-01-04T22:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Clear Invoice,2000000058_00001,,user_002,2019-01-10T14:46:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_002
SRM: Created,2000000059_00001,,batch_00,2018-01-19T18:14:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,batch_00
SRM: Complete,2000000059_00001,,batch_00,2018-01-19T19:14:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,batch_00
SRM: Awaiting Approval,2000000059_00001,,batch_00,2018-01-19T19:14:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,batch_00
SRM: Document Completed,2000000059_00001,,batch_00,2018-01-19T19:14:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,batch_00
SRM: In Transfer to Execution Syst.,2000000059_00001,,batch_00,2018-01-19T19:15:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,batch_00
SRM: Ordered,2000000059_00001,,batch_00,2018-01-19T19:15:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,batch_00
SRM: Change was Transmitted,2000000059_00001,,batch_00,2018-01-19T19:15:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,batch_00
Create Purchase Order Item,2000000059_00001,,user_000,2018-01-19T19:15:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,user_000
Vendor creates invoice,2000000059_00001,,NONE,2018-02-02T22:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,NONE
Record Goods Receipt,2000000059_00001,,user_000,2018-02-13T11:18:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,user_000
Record Service Entry Sheet,2000000059_00001,,NONE,2018-02-13T11:18:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,NONE
Record Invoice Receipt,2000000059_00001,,batch_00,2018-02-13T12:02:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,batch_00
Clear Invoice,2000000059_00001,,user_002,2018-02-22T15:18:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,user_002
Vendor creates invoice,2000000059_00001,,NONE,2018-03-02T22:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,NONE
Record Goods Receipt,2000000059_00001,,user_000,2018-03-14T08:39:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,user_000
Record Service Entry Sheet,2000000059_00001,,NONE,2018-03-14T08:39:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,NONE
Record Invoice Receipt,2000000059_00001,,batch_00,2018-03-14T11:31:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,batch_00
Clear Invoice,2000000059_00001,,user_005,2018-03-22T12:32:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,user_005
Vendor creates invoice,2000000059_00001,,NONE,2018-04-04T21:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,NONE
Record Goods Receipt,2000000059_00001,,user_000,2018-04-06T06:51:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,user_000
Record Service Entry Sheet,2000000059_00001,,NONE,2018-04-06T06:51:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,NONE
Record Invoice Receipt,2000000059_00001,,user_012,2018-04-06T12:10:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,user_012
Clear Invoice,2000000059_00001,,user_002,2018-04-26T09:16:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,user_002
Vendor creates invoice,2000000059_00001,,NONE,2018-05-04T21:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,NONE
Record Goods Receipt,2000000059_00001,,user_000,2018-05-14T11:03:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,user_000
Record Service Entry Sheet,2000000059_00001,,NONE,2018-05-14T11:03:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,NONE
Record Invoice Receipt,2000000059_00001,,batch_00,2018-05-14T11:04:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,batch_00
Clear Invoice,2000000059_00001,,user_002,2018-05-24T11:36:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,user_002
Vendor creates invoice,2000000059_00001,,NONE,2018-06-04T21:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,NONE
Record Goods Receipt,2000000059_00001,,user_000,2018-06-07T00:00:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,user_000
Record Service Entry Sheet,2000000059_00001,,NONE,2018-06-07T00:00:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,NONE
Record Invoice Receipt,2000000059_00001,,batch_00,2018-06-07T05:14:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,batch_00
Clear Invoice,2000000059_00001,,user_002,2018-06-28T12:06:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,user_002
Vendor creates invoice,2000000059_00001,,NONE,2018-07-04T21:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,NONE
SRM: In Transfer to Execution Syst.,2000000059_00001,,user_025,2018-07-06T12:10:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,user_025
Record Goods Receipt,2000000059_00001,,user_000,2018-07-09T15:32:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,user_000
Record Service Entry Sheet,2000000059_00001,,NONE,2018-07-09T15:32:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,NONE
Record Invoice Receipt,2000000059_00001,,user_001,2018-07-12T12:54:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,user_001
Clear Invoice,2000000059_00001,,user_002,2018-07-26T16:09:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,user_002
Vendor creates invoice,2000000059_00001,,NONE,2018-07-27T21:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,NONE
Record Goods Receipt,2000000059_00001,,user_000,2018-07-31T10:42:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,user_000
Record Service Entry Sheet,2000000059_00001,,NONE,2018-07-31T10:42:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,NONE
Record Invoice Receipt,2000000059_00001,,batch_00,2018-07-31T11:20:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,batch_00
Clear Invoice,2000000059_00001,,user_002,2018-08-16T13:03:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,user_002
Vendor creates invoice,2000000059_00001,,NONE,2018-09-04T21:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,NONE
Record Goods Receipt,2000000059_00001,,user_000,2018-09-12T21:11:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,user_000
Record Service Entry Sheet,2000000059_00001,,NONE,2018-09-12T21:11:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000059,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000059_00001,190525.0,NONE
