rank,case_count,variant_length,variant
3214,1,140,Create Purchase Order Item -> Vendor creates invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Vendor creates invoice -> Clear Invoice -> Vendor creates invoice -> Vendor creates invoice -> Vendor creates invoice -> Vendor creates invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Clear Invoice -> Vendor creates invoice -> Record Invoice Receipt -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Clear Invoice -> Record Invoice Receipt -> Record Invoice Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Clear Invoice -> Record Invoice Receipt -> Vendor creates invoice -> Vendor creates invoice -> Vendor creates debit memo -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Clear Invoice -> Record Invoice Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Vendor creates invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Invoice Receipt -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Clear Invoice -> Record Invoice Receipt -> Vendor creates invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Clear Invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Cancel Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Record Invoice Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Vendor creates invoice -> Clear Invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Invoice Receipt -> Vendor creates invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Clear Invoice -> Record Invoice Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Invoice Receipt
3215,1,13,Create Purchase Order Item -> Change Quantity -> Change Quantity -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Change Quantity -> Remove Payment Block -> Clear Invoice -> Clear Invoice -> Cancel Invoice Receipt
3216,1,10,Create Purchase Order Item -> Change Price -> Change Quantity -> Vendor creates invoice -> Record Invoice Receipt -> Record Goods Receipt -> Change Price -> Remove Payment Block -> Record Invoice Receipt -> Clear Invoice
3217,1,11,Create Purchase Order Item -> Vendor creates invoice -> Record Goods Receipt -> Vendor creates debit memo -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Cancel Invoice Receipt -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice
3218,1,13,Create Purchase Order Item -> Vendor creates invoice -> Record Goods Receipt -> Cancel Goods Receipt -> Record Goods Receipt -> Vendor creates debit memo -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Cancel Invoice Receipt -> Remove Payment Block -> Clear Invoice
3219,1,12,Create Purchase Order Item -> Change Quantity -> Vendor creates debit memo -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Cancel Invoice Receipt -> Clear Invoice -> Record Subsequent Invoice -> Clear Invoice
3220,1,14,Create Purchase Order Item -> Change Quantity -> Vendor creates invoice -> Vendor creates invoice -> Record Goods Receipt -> Vendor creates invoice -> Record Goods Receipt -> Record Goods Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Remove Payment Block -> Record Goods Receipt -> Record Invoice Receipt -> Clear Invoice
3221,1,10,Create Purchase Order Item -> Record Goods Receipt -> Cancel Goods Receipt -> Change Quantity -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Change Price -> Remove Payment Block -> Clear Invoice
3222,1,235,Vendor creates invoice -> Create Purchase Order Item -> Vendor creates invoice -> Vendor creates debit memo -> Vendor creates invoice -> Vendor creates debit memo -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Invoice Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Vendor creates invoice -> Record Invoice Receipt -> Vendor creates invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Clear Invoice -> Clear Invoice -> Record Invoice Receipt -> Vendor creates invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Record Invoice Receipt -> Clear Invoice -> Record Invoice Receipt -> Clear Invoice -> Vendor creates debit memo -> Cancel Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Clear Invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Clear Invoice -> Record Invoice Receipt -> Clear Invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Clear Invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Clear Invoice -> Vendor creates invoice -> Vendor creates invoice -> Vendor creates invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Vendor creates invoice -> Clear Invoice -> Vendor creates invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Clear Invoice -> Record Invoice Receipt -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Clear Invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Invoice Receipt -> Vendor creates invoice -> Clear Invoice -> Clear Invoice -> Vendor creates invoice -> Vendor creates invoice -> Record Invoice Receipt -> Clear Invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Clear Invoice -> Clear Invoice -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Cancel Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Cancel Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Clear Invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Vendor creates invoice -> Vendor creates invoice -> Vendor creates invoice -> Clear Invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Change Price -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Invoice Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Record Invoice Receipt -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Invoice Receipt -> Vendor creates invoice -> Vendor creates invoice -> Clear Invoice -> Change Price -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Clear Invoice -> Record Invoice Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Clear Invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Invoice Receipt -> Clear Invoice
3223,1,28,Create Purchase Order Item -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Vendor creates debit memo -> Record Invoice Receipt -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Clear Invoice -> Cancel Invoice Receipt -> Record Invoice Receipt -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Remove Payment Block -> Clear Invoice -> Clear Invoice
3224,1,96,Create Purchase Order Item -> Vendor creates invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Clear Invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Invoice Receipt -> Clear Invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Vendor creates invoice -> Record Invoice Receipt -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Clear Invoice -> Record Invoice Receipt -> Clear Invoice -> Vendor creates invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Vendor creates invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Clear Invoice -> Record Invoice Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Vendor creates invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Clear Invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Clear Invoice -> Vendor creates invoice -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Vendor creates invoice -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Vendor creates invoice -> Clear Invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt
3225,1,94,Create Purchase Order Item -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Service Entry Sheet -> Vendor creates invoice -> Record Invoice Receipt -> Clear Invoice
